Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
1512,912,46,Haven't washed well,"I bought three of these this summer--a mint, ivory, and yellow. when i received them, they looked nice enough in person. i liked the heart motif and the peplum. the problem is the knit was on the cheap side and stretched out. the arms were tighter than i liked but loosened up through the day. but, then the look became more matronly. i wish they had been 3/4 length or a vest. the cheap, outstretched look just didn't work. i ended up donating all of mine after a few wears. they also pilled conside",3,0,0,General Petite,Tops,Fine gauge
1517,947,48,Beautiful sweater but not flattering on me,"Really wanted this to worked for me. ordered the s in ivory (the color i really wanted but xs was sold out) and the xs in cedar.  loved the knit and look and quality but the sweater was boxy and huge even in xs.  not flattering on my petite frame (5'2"", 115#).  so disappointed as i've been looking for a non-wool sweater like this.",3,1,0,General,Tops,Sweaters
1522,424,24,Lovely but not for me,I saw this online and loved it. plus after reading the reviews i thought why not. but if you have a big chest beware. i am a 34ddd and a pretty solid medium. the volumous front of the vest added way to much to me and i sized down to a small. had to return.,3,1,0,Initmates,Intimate,Lounge
1524,485,38,Great skort,Exactly as pictured. great fit. love it.,5,1,0,General,Bottoms,Shorts
1536,603,51,Gorgeous shorts,"These shorts are just beautiful. with that said, they were expensive, but made reasonable when i snagged them in the online sale! they do also run large, and they seem to be made for short-waisted bodies. i will be bringing them back to my local store to (hopefully) exchange for a smaller size. fingers crossed that they still have them in stock!",3,1,0,General,Bottoms,Shorts
1543,1122,62,Madly in love!,"This is a favulous cape...in fact i would buy another if there were other colors! it is oversized, playful, chic, dramatic and simply put a true statement piece. it will not be flattering to your figure...it is not suppose to...but it will show your true sense of style! wish it had pockets...i may add them for more play.",5,1,2,General,Jackets,Outerwear
1562,1201,38,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,3,1,0,General,Dresses,Dresses
1563,996,39,Dear eva,"You make classy stuff. this skirt is a nice take on a tweed skirt.
colors: can't tell from the picture, but there is red and pink thread as part of the tweed, very fun and happy, yet appropriate colors for fall and winter. the cut is very flattering, the scallop part is interesting though, it is sown at one part of the skirt, in the middle, not sure why. i ordered the 0p, and that fit me like a glove. (26.5 in waist, 35-36 in hips, 115 lbs).

length on the petite was above the knee, like show",5,1,1,General Petite,Bottoms,Skirts
1566,1046,49,"Attractive casual pants, nice texture and color","I tried these on at the store and thought the color, texture and style was very nice, but i needed the petite length. so i came online but was disappointed to see that the style is sold out in petite! darn. the regular length hits me just above the ankle, so i suppose it is still do-able, but i hate to pay full price for something that doesn't fit quite right. maybe if it goes on sale i will consider it.",5,1,0,General Petite,Bottoms,Pants
1584,942,22,Sweater season,"Ive been on the hunt for big bulky sweaters because winter is coming and i live in the north, i saw this sweater and needed to give it a try. i got it i the mail and its truly gorgeous and extremely well made. this is the type of sweater to wear on a cold snowy day. it runs a little big but thats okay with me because its perfect to snuggle up in. i love this sweater but be aware it is thick and bulky so its not made to make you look like a twig. i like big sweaters and this design flows from sma",4,1,2,General,Tops,Sweaters
1589,1051,29,"Lovely, airy, but a tad big","I just received this in the mail and really enjoy it! it's a nice color and very gauzy/ airy. the only think i didn't love is that it's a little bit in the chest area, which is rare considering i'm usually a m in that area.",4,1,0,General Petite,Bottoms,Pants
1591,115,39,Love it!,"The fabric is very soft and the fit is formed to the body. low cut, so may want to pair with a cami. great basic for work!",4,1,0,Initmates,Intimate,Sleep
1613,1053,33,Bridgette jogger,"I&#39;ve been looking for comfortable pants that i could wear to work and at home.  these fit the bill.  i bought these in the holly color for the fall and winter.  they are super soft and very comfortable.  i was worried that they would like dumpy, especially around the seat area, but they fit fine.",4,1,0,General,Bottoms,Pants
1644,1013,45,Great work skirt,"This skirt is a nice medium weight and is lined. my normal size 4 fit perfect. i only wish it was available in petites. if you are petite, the skirt is ankle length. but this is a good skirt to wear to work.",5,1,2,General,Bottoms,Skirts
1649,857,29,Love it!,"Very pretty top, comfortable and soft but looks nice enough for work!",5,1,0,General Petite,Tops,Knits
1654,434,37,Nice idea,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? i'll keep looking.,3,0,1,Initmates,Intimate,Lounge
1680,178,24,Very sheer and not as form fitting,"I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes, the top and bottoms fit overall, but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work, which i am willing to work on s",3,0,0,Initmates,Intimate,Intimates
1683,899,63,Nice styling!,I bought this for my mother and she really loves it. it is a bit on the large side for her but have decided to keep it. the quality seems very good and great styling for a washable item! i actually like it so much i may order one for myself!,4,1,2,General Petite,Tops,Fine gauge
1684,914,43,Great staple with unique touches!,"I order this sweater in black - size small - and i just love it. i'm a slender 5' 9"" 130 lbs and the small is perfect in for me. while it has the classic cardigan look and a slightly oversized ""boyfriend"" feel to it, the rounded front hem, hip pockets, and buttons that end slightly above the bottom hem (where the rounded hem begins) are unique touches i appreciate and love in retailer's clothing. the weight was slightly heavier than i expected and better quality, but it is perfect for my minneapol",5,1,0,General,Tops,Fine gauge
1686,225,32,Quality and whimsy,"I've been looking at these for some time and i finally pulled the trigger. i'm glad i did because these tights are such a fun accessory to add to my wardrobe. they add just enough whimsy to classic dresses and skirts. these are not your everyday thin stretchy tights. they remind me of the tights i would wear in the winter as a little girl; they are really sweater tights. i think this aspect is great, but they do not have as much give as other tights. i am petite, about 5'3"" 112 lbs and the small",5,1,1,Initmates,Intimate,Legwear
1689,970,42,Audrey hepburn,"This was what i was looking for ! the little stripes ,black and white color,the shape of the jacket and skirt together....well perfect. kind of. i purchased this entire ensemble. the skirt was going to be shortened because well i'm short. no problem ,this is a common occurrence for me. but the jacket would not work for me. the sleeves were way too tight for my muscular arms. there was no way the adorable shirt would fit in there. the shirt is adorable by the way. all of these pieces are made ver",4,1,0,General Petite,Jackets,Jackets
1710,398,30,Relaxed fit,"This sweater is far more slouchy and relaxed in fit than in it seems in the photograph. definitely size down. honestly, i kinda love it anyways! the inside is so very soft, and it's perfect for a sleek errand-running or hiking kind of day!",4,1,2,Initmates,Intimate,Lounge
1723,431,19,Really cute,"This bra is just as cute in person as it is in the pic! i can tell it's pretty well made and i love that it has a lot of little details like on the straps and the cute front-closure and lacy racerback. it also fits pretty true to size, which is a must for me because i often get bras that leave my boobs spilling out. however, this bra isn't the comfiest even though it looks like it would be pretty comfy in the picture.the style doesn't look too stiff or anything and the size i got isn't too tight",4,1,0,Initmates,Intimate,Intimates
1735,830,46,Lovely material,"At first, i thought this top was going to be stiff. i am pleasantly surprised by how soft and flowy this blouse is. it's lovely cream color with beautiful lace details. i appreciate the lining inside the bodice which means i can potentially go bra-less when it's hot! i'm 5'2'', 135lb and retailer size s usually gives me plenty of room because i have a small upper body. but i feel this top is slight short on me. that might be because i didn't wear it off-the-shoulder but had it hang from the top of",5,1,12,General Petite,Tops,Blouses
1742,769,55,Nice little top,"The design is graceful and both my kids said it was a keeper ""pretty,"" even the boy child.

somehow i feel it makes my tummy look bigger than it is, maybe with the belt on my jeans.",4,1,2,Initmates,Intimate,Lounge
1745,888,54,Nice top,A cute top. slightly tight in the upper area. debated returning but decided to keep as the top is unique and i know that i will wear it frequently. aleardy thinking of way to wear all year around! runs small,5,1,0,General,Tops,Knits
1747,34,42,The best boy short,"I love panties. i love the prettiest, softest, most adore-worthy panties i can find. these are my favorite boy shorts--i can always put them on and feel pretty. no weird tight spots and the lace has a perfect amount of stretch. im a mom and my body isn't perfect anymore, but these panties give me confidence, with perfect coverage. i choose them more often than any other in my lingerie drawer. my only warning: wash these pretties as delicates, or the lovely lace colors will fade.",5,1,0,Initmates,Intimate,Intimates
1800,921,32,Beautiful sweater,This sweater is comfortable yet still work appropriate. the ruffled shoulders adds a feminine touch.,5,1,0,General,Tops,Sweaters
1811,994,35,"Feminine, romantic skirt","This skirt caught my eye immediately. i love the beautiful patterns and colors. i'm currently pairing it with a charcoal grey top, which works well. the only slight concern is the material is a little poofy. i still love it, and definitely recommend this standout piece.",5,1,2,General Petite,Bottoms,Skirts
1813,481,53,Too shortwaisted,"So cute and so adorable but too short for my body in size small. i'm going to try a size medium.
fabric is a nice weight cotton. lining is good, sleeves are a not too tight.",4,1,3,General Petite,Bottoms,Pants
1821,1054,62,Not for me...,"Super long even at 5'7"" and a little too voluminous for my taste. incredibly comfortable and beautiful pattern though. i'm having a hard time imagining there getting much use for me, so even at the sale price they're going back.",3,1,0,General,Bottoms,Pants
1833,903,35,Lovely!,"I love this top! fits true to size. tunic length, thin comfy fabric, adorable subtle print. the perfect top!",5,1,0,General,Tops,Fine gauge
1882,371,38,Disappointed,"Cute and very soft, but the elastic wasn't sewn in right. i took them out of the wash and the waistband was a twisted mess. disappointing for more expensive loungewear.",1,0,1,Initmates,Intimate,Lounge
1893,898,50,I'd rather pay property taxes than buy this one!,"Disappointment city with this one and i am so lucky i had a coupon because if i would have paid the full $128 they are asking, i would be a tad skewed. not just thin material but thin and cheap feeling. doesn't itch but i seriously expected a lot more from retailer. i have noted the name of the designer and have promised myself to never buy this label again. big loser.",2,0,7,General,Tops,Fine gauge
1910,1146,66,Odd fit,"I was excited to try something by this designer and decided to order size large. unfortunately, this top just looked very odd. cute from the front but it wings out in the back where the sleeves meet the arms. the fabric makes an odd poof in that area. i do have a large bust and it didn't pull anywhere in the front. i expected it to be soft and drapey but the cotton feels very coarse and doesn't drape well. it covered my behind in back. unfortunately it made me look wide from the side view. i hav",3,1,10,General,Trend,Trend
1911,206,39,Can't resist hot air balloons!,"I am powerless to resist hot air balloons and had to get these the moment they popped up! the pjs are charming and comfortable. the material feels very satiny. it's hard to tell, but there are small white dots in the midst of the champagne colored background. true to size.",5,1,2,Initmates,Intimate,Sleep
1934,1009,56,Love it!,Very cute. i received many compliments when i wore it. fits true to size (petite 2) with some good stretch in it. i am 5'3 and it was slightly longer than that on the model. it is a little odd that the buttons are all not the same. but perhaps that is part of its charm and it is not noticeable. it is very comfortable and the pictures are representative of what it looks like.,5,1,1,General Petite,Bottoms,Skirts
1935,1092,50,Just right,"I ordered this in a size s, my usual size and it fits great. i love the color, style and fit of the dress. the only criticism i can think of is the braided trim on the skirt hits right at my hip and kind of, ever so slightly, poofs out a bit and i wish it had pockets. other than that it's pretty darn cute and i got it at a great price of under $40. so i will wear it as much as i can until it gets cooler. because of the rich color, i can probably wear with cute sweater and booties into the fall!",5,1,0,General Petite,Dresses,Dresses
1937,1016,41,Would be great but...,"Such a cute skirt- but impossible to get on. ordered in an xs (i have a 25/26 waist) but could barely get it past my knees to step into. if you have any hips at all, unfortunately this skirt won't work. i was tempted to size up but once i got it on it fit great in the waist and already had too much material to size up to a small.",2,0,11,General,Bottoms,Skirts
1938,1197,68,Perfect every day neutral,"So glad i ordered this dress. it fits true to size and is extra soft. i was unsure about the color, but it looks nicer in person. the fabric is a mid weight that hangs nicely. this will go great with leggings or tights and wear into spring.",5,1,1,General,Dresses,Dresses
1950,807,21,Love it!,"I purchased this sweet little cami in all three colors (the black for some reason only available to order in store). the fabric is luxurious and smooth to the touch! i've purchased other silk shells by eloise and would say this one runs small. i'm 5'2"" 125lbs 34c and and typically wear an xs at retailer. this tank was too tight in the chest and i sized up to a small which fixed the problem. i can't wait to make my jeans and bomber jackets for fall just a little more special with these babies!",5,1,2,Initmates,Intimate,Intimates
1957,793,66,Wide and long,"Been on the hunt for jammie's so gave these a shot. ordered my normal size large. fit well in the waist but i don't like the super wide legs. and they're too long. pretty color and pattern, however, the fabric isn't as soft or cozy as i hoped. i'm retired and wanted pajamas to lounge in all day. these missed the mark for me.",4,1,0,Initmates,Intimate,Sleep
1978,321,27,Love it!!,"This swimsuit is aaaahmazing. seafolly is an australian brand and their sizing is way off, luckily i already own a one piece by them so i knew what size to order. i am usually a 0 or a 2, chest size 34 d, and i ordered a 6 in this and it fits perfectly. taking it out of the package i wasn't sure if it would fit, but it did! the keyhole is pretty open, and the shape of the sides and high neck make some cleavage happen. i got it in black and it's really sohpisticated, but still sexy and cool. i ca",5,1,5,Initmates,Intimate,Swim
1985,1116,46,Too bulky,"This sweater was huge, it hung down to my calves! it also is really bulky and scratchy, it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s, and i was swimming in it. the fabric is very thick, i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",1,0,1,General,Jackets,Outerwear
1994,1097,37,Fun summer dress.,"Cute dress that is perfect for a casual summer wedding or brunch with friends. i love the material and that the dress is lined. it is very comfortable and it has pockets. this is definitely more of a ?golden? yellow vs. a soft yellow. my only complaint is that i wish it were cinched more right below the bust. it would give the dress (and me) more shape. i would say this dress is true to size but if you have a larger chest, you will likely want to size up. if you have a small chest, i would proba",4,1,10,General,Dresses,Dresses
1998,164,25,Super comfy,"Loved the way these felt but like the previous reviewer said it did run slightly large. i am usually a size 6 or m and the legs were a little baggy w/the medium. since the m is sold out i'm going to try and see if they shrink in the dryer. the color and design of the ankle is different from other leggings which is a plus. i'm 5'7"" and they are the perfect length.",4,1,0,Initmates,Intimate,Lounge
2013,1134,42,Love it!,"I love sanctuary clothing. this parka is on the lighter side, good for this mild east coast winter. it is water repellent. the length hits me on my upper thigh and the sleeves are long ( good for longer limbs). i received many compliments.",5,1,4,General,Jackets,Outerwear
2018,63,33,Extra fabric,"There is a lot of fabric here! the legs fit me fine, but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back, especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped, but i doubt that would've fixed the problem of the cuffs staying rolled up.",3,0,0,General,Bottoms,Shorts
2043,896,52,Beautiful sweater,"I love this top, wish they had it in more colors, i would buy more!",5,1,0,General,Tops,Fine gauge
2144,911,46,Almost but not quite,"I am returning. i really liked the appearance in the photo and i love aqua, but the biggest problem for me is the shape. it's pretty boxy and it's hard to tell from the photo, but it has a batwing shape. i also wish the lighter portion were more ivory (less yellow in it), but that's based on what looks better against my skin tone. i found it to run true to size, but i thought it was unflattering (made me look wide).",3,0,0,General,Tops,Fine gauge
2154,160,23,Love it!,"Well fitting bra, comfortable (not itchy), lace doesn't show through tops.",5,1,1,Initmates,Intimate,Intimates
2158,1052,46,"Love, but different colors fit differently","I love these joggers. they are stylish, comfortable and high quality. my one complaint is that the sizing appears different for different colors. 

i got them in the green/moss color,. i immediately wore them casually with flats, a t, & a long silver necklace. that night, i literally just changed into a long, flowy silk cami and high suede black shoes with the joggers and wore them out- feeling comfy and pulled together (favorite combination). 

i loved them so much i decided to try the othe",4,1,1,General,Bottoms,Pants
2171,876,51,Lovely detail,"I was pleasantly surprised when i tried this on. i tried it because of the detail but didn't hold out much hope because it looked frumpy on the hanger. i was very wrong. it fits beautifully. it drapes nicely, hugs the shoulders perfectly and doesn't droop open due to the embellishments. there is a tiny closure where the fabric crosses in the front so you are not exposed. i liked that feature very much. the sleeves are 3/4 on me, but i like it - nice change of pace. this is a very different style",4,1,0,General Petite,Tops,Knits
2185,146,31,Love it!,Love these pajama bottoms. they are so comfortable and the print is fun and unique. i highly recommend. they run true to size and have a great length. they look short on the model but mine are perfect.,5,1,10,General Petite,Intimate,Lounge
2202,870,39,Lovely,"I purchased this shell in black. the embellishments and construction of the top are of a good quality, like as shown. i am 5'4"", 120# and typically purchase an xs. this ran a bit bigger than i was expecting from the reviews, but i am overall happy with the top. the center slit may be too revealing for those with a smaller bust.",4,1,0,General,Tops,Knits
2206,1102,57,Love it!,"What i liked:
1. midweight fabric. it's not lined and when i read polyester in the description, i was worried that it might be thin, but this is a stretchy midweight fabric.
2. pretty pretty print

what i did not like:
1. i don't know what dress the model is wearing, but this was an empire waist dress on me. i'm 5'7"". because it was empire waist, the long hem makes this look like a maternity dress on me.
2. the sleeves are cut oddly. they look too wide for the dress, even on this model.
3",3,1,11,General Petite,Dresses,Dresses
2252,129,30,Pills horribly,"I splurged on this pajama set for myself and now regret it. even though the design is adorable, the fabric contains acrylic and the knitted fairisle part started pilling within the first week of wear. after a month and a couple washes, it looks horrible, and the fleece part is looking a little grungy as well. so so disappointed. the top is intentionally oversized and comes down to my crotch, i could have easily sized down.",2,0,1,Initmates,Intimate,Sleep
2267,418,46,Great summer pajama pants.,"I like having lightweight summer pajamas, and these are perfect. the print is so much cuter in person and the fabric is wonderfully silky. the pants themselves seemed to run a little bit small. i ordered them in xs and s and ended up keeping the small. overall a great purchase.",5,1,0,Initmates,Intimate,Sleep
2272,1173,68,Girly bra,"I am usually a 32a. i ended up with a 34 b based on sales assoc input and what was available. the 32 gave me back fat ( i do not have back fat) so she said the 34 would be better, it ran small etc. the 34 also fit ( had to be ordered and mailed) but it still gave me ""flab"" over the back band. comparing it to my other regular bras, i can see that the band has too thin fabric and rolls and has ""harder edges"" compared to wider , thicker band on my other bras. very pretty but i will be returning. sa",4,1,0,Initmates,Intimate,Intimates
2275,941,46,New favorite thing!,"I had to write a review on this one because i am obsessed with it, it is the softest and yummiest sweater ever and i plan on wearing it constantly!",5,1,0,General,Tops,Sweaters
2305,517,37,Great fitted top,I'm so sick of all workout tops being baggy. they look sloppy on my frame. this top is ultra soft and fits great! the black/white one looks more heathered grey in person. i ordered an xs as all tops lately are just huge on me. i should be a small and i will be returning for that proper size.,5,1,0,Initmates,Intimate,Lounge
2307,935,63,Love it!,This is a great sweater/poncho. is a little short so i wear a t shirt underneath. great color and looks good with black pants or skinny jeans.,5,1,0,General,Tops,Sweaters
2316,1100,44,Navy oompa loompa,"Okay, i love the blouse this brand has in the same material, so i thought i'd delight in this dress. i am a 5'7"" hourglass but have a longer torso. i ordered the large in this, usually a 10 or 12 fits me.. but the waist hit much higher than my natural waist, and yet it was somewhat tight and completely rigid. the bust area was a little loose, and i'm a 36c. then the bottom flared out in sort of a flower fairy poof above my knees which reminded me of a navy blue oompa loompa dress.. and i love my",3,0,3,General,Dresses,Dresses
2342,132,37,Love it but....,Love everything about it but had to get a size bigger to be long an off/ to short for a mom. if i was 20 would be fine.,4,1,0,General,Bottoms,Shorts
2375,176,34,"Comfy, well made, not crazy about the fit","Maybe it's just that it's a bath robe, but i'm not crazy about how this falls. it is very soft, cozy, and cute, though.",3,1,0,Initmates,Intimate,Sleep
2377,248,38,"A supportive, comfy bralette? actually, yes.","I'm a 32dd, so i wouldn't normally wear a bralette out of the house (not enough support). this bralette is actually very supportive and comfortable. i'm probably going to get at least one more. for reference, i'm a 32dd (small back, big boobs) and a small fit me extremely well.",5,1,0,Initmates,Intimate,Intimates
2405,930,41,Wanted to love this,"It really is a beautiful sweater.  the material is super soft and feels luxurious.  unfortunately, it just looked too bulky on me and accentuated my width.  maybe if i were taller, i could pull it off.",3,1,0,General,Tops,Sweaters
2420,798,37,Love this bra and pantie set!,"I ordered size small. i am 5' 6"", 32 b. the fabric is super soft and the fit is great. there's an adorable little quote on the pantie's lining, and the bra has a beautiful print on its inner lining. the feel of the lace and fabric is divine. love it! one more thing to note...there is very little lining in the bra; really nothing more than an extra layer of fabric. it is enough to protect modesty, but not much else.",5,1,0,Initmates,Intimate,Intimates
2423,341,54,Lightweight and holds their shape,"Got these shorts in both colors: the blue-gray and the red-pink. super lightweight in hot humd weather, and keeps a crisp shape (doesn't get wrinkly and saggy like other linen shorts do). really nice quality interior finish and both front and back pockets are a usable depth.
.
if you're between sizes go for the smaller as they do stretch a bit over the day. i got these in a size 2 and they get a little loose on my 33""-25""-37ish"" frame. i'm 5'2"" and the petite was sold out, so i don't know if t",5,1,0,General Petite,Bottoms,Pants
2427,939,39,Love it!,Beautiful jacket and i got lots of compliments. true to size. it's not thick but it's very warm.,1,1,0,General,Tops,Sweaters
2430,1085,33,Great multi-purpose dress,"I bought this dress in red for a wedding. i love the laser-cut design and the fit overall is good except, as another reviewer wrote, the psuedo-empire waste is likely not awesome for anyone with an average to longer torso. i have a super long torso and the dress still works, but a lower waist would have taken it from good to ""wow"". love the innovative take on a classic silhouette/design, though (and the red is gorgeous).",4,1,1,General Petite,Dresses,Dresses
2472,753,51,Comfy but put together.,"Obsessed with this sweatshirt! it's a must have for any loungewear lover. i'm normally a xs but sized up to a s for a more loose, relaxed look. i was afraid it would swallow me, but i love the fit! the knot in the front is a nice detail that makes this comfy top really cute. the fabric is a great texture, great for transitioning from summer to fall and winter to spring. love everything about this sweatshirt and will easily pair with leggings or jeans. worth every penny!!!",5,1,6,Initmates,Intimate,Lounge
2482,96,41,Love it!,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,2,0,5,Initmates,Intimate,Intimates
2495,14,32,Luxurious and flattering,The bikini bottoms are high quality and feel very luxurious. order one size up. this line runs small. i read the reviews and ordered a medium. i am normally xs/s in underwear but the medium fits me perfectly. i wish i had ordered in other colors before they sold out! trust me you'll want another pair after trying these on.,5,1,0,Initmates,Intimate,Intimates
2529,988,67,Beautiful,"This skirt is gorgeous, sturdy, well constructed. i was afraid the midi length would look frumpy, but it was beautiful. it has a nice lining, flares into a pretty a line, and has a pull tab belt around the waist to cinch it a bit. i am normally a 2-4, and i bought the 4. it was a bit big, but the belt helped with that. i wore it for my bridal shower and got many compliments!",5,1,0,General,Bottoms,Skirts
2542,944,47,Too much fabric,"The fabric is very nice on this wrap, but it wears like a blanket.",1,0,1,General Petite,Tops,Sweaters
2556,900,64,Pretty but going back,"The quality of the fabric is soft and thick and well made. loved everything about it but if you are ample in the chest, it is snug and does not hang and drape as well like on the model, so you may want to size up. i am sending it back as the fit is not flattering on me for the price. someone with a boyish no-curve figure would look dynamite in it!",3,1,2,General,Tops,Fine gauge
2579,18,42,Disappointing quality,"I ordered these leggings and loved them, for about an hour- at which point the belt loop ripped off of the pant, leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.",1,0,0,General Petite,Bottoms,Jeans
2595,818,50,Lovely color but flimsy!,"I am on the fence about this top. i like the color but i'm not sure what to make of the style. the top part of it, around the chest and straps is lovely and flattering, but the bottom flairs out way more than i like. the back is longer than the front and it's almost a pregnancy top in how much it flairs. it's also quite thin and flimsy material given how expensive it is, even with the tag sale. the color, pattern and the chest part of the top is nice enough that i may keep this one, but, as i sa",3,1,0,General Petite,Tops,Blouses
2597,851,59,Love it!,"Its a beautiful print and design. the shirt overall is a little short but untucked it can work. i dont know why everybody is making these short square little tops. overall, i am intrigued with the whimsical print and i like that enough to overlook the length.",4,1,0,General Petite,Tops,Blouses
2604,659,23,Love! my new favorite swimsuit!,"This top is beautiful. i would say the pink stands out more in the print in person than in the picture, and it's gorgeous. the adjustable strap is nice. there is just enough padding in this swimsuit to feel protected without being bulky or worrying about it moving around in the top. this is seriously my new favorite, could not recommend enough!

for reference, i am a 34a, and purchased a small.",5,1,0,Initmates,Intimate,Swim
2611,834,44,Not flattering on anyone,"Disappointed, the cut of the layer makes anyone wearing it look pregnant. even the model in the picture the way that layer hangs.",2,0,0,General,Tops,Blouses
2635,598,36,Fine on sale,Totally pretty but not crazy flattering. a bit wide in the hip area if you are not tall. good on sale but i wouldn't pay full price.,3,1,0,Initmates,Intimate,Swim
2637,649,43,New favorite brand of yoga pants,Delighted with these. made in the usa was a big selling factor. great quality and fit. will look out for more active wear from this brand.,5,1,2,General Petite,Intimate,Lounge
2654,282,45,Mixed review,"I'm keeping these shorts because they are cute. i sized down as the previous reviews suggested and they fit great, but they are snug around the legs. i think i would have preferred a more baggy look, but then they would have been too big around the waist (had i ordered my typical size). they are soft and comfortable, the navy color is really pretty.",3,1,5,General,Bottoms,Shorts
2657,52,48,Cant go wrong,"I purchased these in taupe, mint, and coral. they are extremely comfortable and soft. they can be rolled up to 3 different lengths. i stayed in my regular size and the fit is great. i can see why they sell out so quickly. a must for summer season.",5,1,0,General,Bottoms,Shorts
2661,881,33,Boxy,Way too big and unflattering. i would love it to look like it does online but it's huge in person.,3,0,6,General,Tops,Knits
2665,1128,41,Love it!,This would be perfect except for the ridiculous attached scarf. the material is so soft and luxe. the colors are richer in person and perfectly go with everything. but the attached scarf ruins everything!! the scarf is not flattering and takes away form the cute buttons on the front. if the scarf could be removed it would be a great sweater coat. so disappointing.,3,0,14,General,Jackets,Outerwear
2696,817,49,Super gorgeous!,"The quality of this top is quite high. it feels like silk. the print is lovely, showy without being too over the top. i love it and would highly recommend it.",5,1,1,General,Tops,Blouses
2728,21,55,Love love love,Just like the afterward lace cardigan i love this so much. i've had the black and white for about 2 years now and they are still intact! only the buttons fall off once in a while but that's when i'm being aggressive and on the go buttoning. the cardigans from this year just add to my knitted and knotted collection!,5,1,0,General Petite,Tops,Fine gauge
2747,732,43,Unique little socks,Unique pattern. got lots of compliments! great fall accessory!,4,1,0,Initmates,Intimate,Legwear
2755,1123,52,Worth the investment!,"This vest is a stunner! the dark brown suede is so beautiful. the bronze grommets on the front are a perfect enhancement to the vest. it's hard to see in the picture but the stitching is also top notch. yes, it is a little pricey but it's an investment piece that you will wear and not only get a ton of compliments but feel special when wearing it too. it's a keeper!!!",5,1,2,General Petite,Jackets,Outerwear
2768,972,72,Love it!,"The kimono is as pictured. the colors are true to what is shown on line, though the description indicates ""green multi""--it is not green. i returned the item, however. the quality is fine, but it seemed extremely over-priced to me. it seems to me that half the price would be fair for the quality.",3,0,5,General,Jackets,Jackets
2775,827,53,Off or on the shoulder....,"The top is nice, good quality, etc.... but how do you keep the 'off the shoulder' off the shoulder? mine keeps inching up until it's just a boring white top with a strange loose neckline.",2,0,0,General,Tops,Blouses
2778,997,52,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,4,1,0,General Petite,Bottoms,Skirts
2792,491,50,Casual layering piece,"This is great, lightweight top layer that's just right for the little evening chill in the summer when the sun goes down, or on a breezy day. it's sheer, so it requires a bottom layer. the medium fits a little tighter across the shoulders and arms for me than it shows on the model, which i like.",5,1,0,Initmates,Intimate,Layering
2810,843,43,Great print!,Love this crinkle cotton top for spring. the print is great and i can't wait to wear it!,5,1,4,General,Tops,Blouses
2812,869,39,Green is a gorgeous color,"I purchased this in the green color, and in person it does have a little bit of blue in it so it's a very flattering color. the blouse has a simple shape but the details are what makes this an interesting piece. it looks as good under a suit as it does with jeans and a leather jacket. fits tts.",5,1,0,General,Tops,Knits
2814,521,32,Beware - not enough bottom coverage!,"Such a cute pattern, and i loved the fold-over design, but beware - there is not enough bottom coverage! i should've looked more closely at the photo - it's pretty accurate in showing the bathing suit bottoms have limited rear coverage. a couple more inches of fabric would've really helped. i'm used to fuller coverage bathing suit bottoms, and these just expose way more cheek than i felt comfortable with. i could maybe wear them around my husband, but definitely not my dad! i felt like if i bent",2,0,2,Initmates,Intimate,Swim
2817,1084,56,"Pretty, femine","I really like the dress, the material, the print and the pleated skirt are totally fun. however, the neckline is a bit to low, and a cami is necessary, at least for me. the material is very sheer, which will be noted on the sleeves and the lower skirt where the liner falls short ( about 4 inches above the knee).the main draw back i personally have with this dress is taking it off. there are no zippers or buttons. getting it on is easy, not so when taking it off!",3,1,3,General Petite,Dresses,Dresses
2818,486,29,Beautiful but not the best quality,"I used my birthday month discount to treat myself to this gorgeous chemise and matching robe in the mauve. the color is prettier in person than on my computer. i bought it in size m, and size m clothes are normally a little big on me. this chemise fits, but there is no extra room or looseness. i am disappointed in the quality of the pieces. i have several beautiful 100% silk undergarments that i bought for myself in the 80s and 90s, and i am comparing this chemise (& robe) to those. this silk us",3,1,1,Initmates,Intimate,Sleep
2822,788,53,Loose and so comfy,Love this easy caftan short dress so soft easy and so stylish,5,1,9,Initmates,Intimate,Lounge
